PERMCO_Y,NIMTA_t,NIMTA_t+1,TLMTA_t,TLMTA_t+1,CASHMTA_t,CASHMTA_t+1,MB_t,MB_t+1,SIGMA_t,SIGMA_t+1,RSIZE_t,RSIZE_t+1,EXRET_t,EXRET_t+1,PRICE_t,PRICE_t+1,gind_15,gind_20,gind_25,gind_30,gind_35,gind_40,gind_45,gind_50,gind_55,gind_60,y_t+2
14675_2002,-0.14099418979987088,-0.019987054149542084,0.0632666236281472,0.02861243136383328,0.4687490688781844,0.058077280421678174,1.540608925616595,4.124049010958176,0.5676658105983675,0.13678268036350347,-11.097189940650066,-10.536591813944453,0.7018955942343519,0.3991586208447302,2.611906340549308,2.7080502011022096,0,0,0,0,1,0,0,0,0,0,0.0
14675_2003,-0.019987054149542084,-0.008910039363917092,0.02861243136383328,0.04042168070002364,0.058077280421678174,0.06860892212809085,4.124049010958176,3.3654483867646263,0.13678268036350347,0.3882696282630475,-10.536591813944453,-12.078299966118088,0.3991586208447302,-1.4162202610601324,2.7080502011022096,1.1969481893889715,0,0,0,0,1,0,0,0,0,0,0.0
14675_2004,-0.008910039363917092,-0.2318551643614984,0.04042168070002364,0.15591613710097976,0.06860892212809085,0.10658230535288228,3.3654483867646263,1.225369767530669,0.3882696282630475,0.24074692676903214,-12.078299966118088,-11.625985003853645,-1.4162202610601324,0.8309932672216024,1.1969481893889715,1.8809906029559973,0,0,0,0,1,0,0,0,0,0,0.0
1467_2002,0.03196377132214848,0.027702111540711147,0.1484010198100267,0.24212266748794975,0.006817579483416814,0.006152704191002503,4.463098051905428,3.938427572860308,0.14734078712085816,0.06088623412676295,-7.666425505288783,-7.617482014856706,0.2671928554364924,0.14951281233710334,2.7080502011022096,2.7080502011022096,1,0,0,0,0,0,0,0,0,0,0.0
1467_2003,0.027702111540711147,0.025548344917393242,0.24212266748794975,0.2166290653619639,0.006152704191002503,0.005992784057111762,3.938427572860308,3.938832277624652,0.06088623412676295,0.0649869720840425,-7.617482014856706,-7.1421243394015965,0.14951281233710334,0.3947006696262837,2.7080502011022096,2.7080502011022096,1,0,0,0,0,0,0,0,0,0,0.0
1467_2004,0.025548344917393242,0.03088853382070486,0.2166290653619639,0.21533500524273574,0.005992784057111762,0.009536256244615696,3.938832277624652,3.7667751532688616,0.0649869720840425,0.2204925323403752,-7.1421243394015965,-7.2852612496369025,0.3947006696262837,-0.8454813782007905,2.7080502011022096,2.7080502011022096,1,0,0,0,0,0,0,0,0,0,0.0
14681_2002,0.02587491646047345,0.03323692256838278,0.2168632501134708,0.13082389885133458,0.673438778780186,0.4917114288075365,0.91350861831653,1.3808255361941737,0.16749248163302646,0.15964958688766406,-12.090592024816875,-11.507731782072554,-0.07836722229462215,0.3960571623210966,1.4687380303309652,1.9530276168241771,0,0,0,0,0,0,1,0,0,0,0.0
14681_2003,0.03323692256838278,0.047715688957720825,0.13082389885133458,0.11894629649830205,0.4917114288075365,0.2725052467662088,1.3808255361941737,2.074140150385744,0.15964958688766406,0.21978260216235992,-11.507731782072554,-11.003870305757015,0.3960571623210966,0.3954501227223981,1.9530276168241771,2.3656537844610286,0,0,0,0,0,0,1,0,0,0,0.0
14681_2004,0.047715688957720825,0.032066852155663954,0.11894629649830205,0.05707932305124416,0.2725052467662088,0.14239520030229175,2.074140150385744,3.8490697735064527,0.21978260216235992,0.09986517459289966,-11.003870305757015,-10.297398811084435,0.3954501227223981,0.7393286193429576,2.3656537844610286,2.7080502011022096,0,0,0,0,0,0,1,0,0,0,0.0
14687_2002,0.01373252934394264,0.013657698807227638,0.8500649122905841,0.8271442099849613,0.02910454243728085,0.028159084207439976,1.1525199159629202,1.3047060260091703,0.12753754806664244,0.03968873483636879,-12.352851143041153,-12.025100507548142,-0.15222714781430535,0.3636218865679427,2.6827323931179197,2.7080502011022096,0,0,0,0,0,1,0,0,0,0,0.0
