PERMCO_Y,NIMTA_t,NIMTA_t+1,TLMTA_t,TLMTA_t+1,CASHMTA_t,CASHMTA_t+1,MB_t,MB_t+1,SIGMA_t,SIGMA_t+1,RSIZE_t,RSIZE_t+1,EXRET_t,EXRET_t+1,PRICE_t,PRICE_t+1,y_t+2
10039_2014,0.010664654318350442,0.009414014722783987,0.8932029158721673,0.882347557171957,0.08110513744243775,0.08157123010637253,1.3744763129124202,1.5246015220724594,0.044079364585055375,0.058031829027732414,-11.469441154507289,-11.499930911130848,0.11411034183841788,-0.08768129352386798,2.7080502011022096,2.7080502011022096,0.0
10039_2015,0.009414014722783987,0.013777787871697506,0.882347557171957,0.8853639656018193,0.08157123010637253,0.11767062559412222,1.5246015220724594,1.4484893140423807,0.058031829027732414,0.05161073130811924,-11.499930911130848,-11.497734408760145,-0.08768129352386798,-0.04094054645680985,2.7080502011022096,2.7080502011022096,0.0
10039_2016,0.013777787871697506,0.010260042707573616,0.8853639656018193,0.8647334340563412,0.11767062559412222,0.14171809946630382,1.4484893140423807,1.7035535655747451,0.05161073130811924,0.05799774624299625,-11.497734408760145,-11.15881005923748,-0.04094054645680985,0.2979966095691331,2.7080502011022096,2.7080502011022096,0.0
10059_2014,0.035782731330264425,0.017699171543988472,0.09038004826211804,0.07351008622227677,0.02932655880910995,0.02070696662801697,2.8764254880484503,4.032559778840636,0.08079553567685306,0.14083391344873886,-11.398555303771715,-11.053233365748847,-0.1442520302194762,0.22430596816451315,2.1679101896674444,2.7080502011022096,0.0
10059_2015,0.017699171543988472,0.006081798321846529,0.07351008622227677,0.05821860520360655,0.02070696662801697,0.01924348149995305,4.032559778840636,4.295165823065907,0.14083391344873886,0.0977268624724066,-11.053233365748847,-11.006035589858213,0.22430596816451315,0.1346342547951742,2.7080502011022096,2.7080502011022096,0.0
10059_2016,0.006081798321846529,0.0098801555172552,0.05821860520360655,0.09850595214237044,0.01924348149995305,0.041960599623231384,4.295165823065907,3.0639904366839,0.0977268624724066,0.13474448630591296,-11.006035589858213,-11.507712686764297,0.1346342547951742,-0.5218749089867188,2.7080502011022096,2.4069451083182885,0.0
10107_2014,0.04044507986544975,0.04354190608184042,0.016159885290090138,0.01568864069225755,0.0968491356142816,0.12878982582928106,3.104231050131036,2.7711200393690953,0.051157804103318785,0.05076833035120186,-8.529314967115928,-8.459918714089833,-0.07975531597586777,0.06813993901188736,2.7080502011022096,2.7080502011022096,0.0
10107_2015,0.04354190608184042,0.031767491784039814,0.01568864069225755,0.019248669671141982,0.12878982582928106,0.10403833516330173,2.7711200393690953,3.2366863034748703,0.05076833035120186,0.03126963185072959,-8.459918714089833,-8.579396395529274,0.06813993901188736,-0.12614932196404632,2.7080502011022096,2.7080502011022096,0.0
10107_2016,0.031767491784039814,0.02780343519719535,0.019248669671141982,0.055853329582336325,0.10403833516330173,0.02862565401687572,3.2366863034748703,3.2430615795807043,0.03126963185072959,0.06402552793383467,-8.579396395529274,-8.584409663975787,-0.12614932196404632,-0.054923810923318,2.7080502011022096,2.7080502011022096,0.0
10110_2014,0.01779943504130856,0.030015180013410088,0.4206088457518192,0.28679891859537543,0.010812053516827926,0.010726801593144573,2.8756622597372363,2.6635119719183478,0.08267470197332219,0.07583991426340098,-9.354812746514764,-9.125699705048737,0.1754775282234225,0.04564770652458755,2.7080502011022096,2.7080502011022096,0.0
10110_2015,0.030015180013410088,0.027520857489949882,0.28679891859537543,0.4305263746843161,0.010726801593144573,0.009815383962386098,2.6635119719183478,2.1044413759372995,0.07583991426340098,0.13561241137496605,-9.125699705048737,-9.463245857673698,0.04564770652458755,-0.2491652160040671,2.7080502011022096,2.7080502011022096,0.0
10110_2016,0.027520857489949882,-0.0227460936648724,0.4305263746843161,0.4243508510035522,0.009815383962386098,0.013245853945561924,2.1044413759372995,1.4649503360841207,0.13561241137496605,0.14096697422911067,-9.463245857673698,-9.960625354831414,-0.2491652160040671,-0.3915392383977209,2.7080502011022096,2.7080502011022096,0.0
10147_2014,-0.025580869674152386,-0.2348074597804992,0.2522243164276696,0.4983175329720316,0.15424147829815885,0.31900723903576506,0.9465699247800884,0.6532527567151166,0.1571812283254488,0.24919924651825115,-10.481101680495,-11.410965252246392,0.1952804835838484,-0.9293950054162068,2.2049722641270453,1.5085119938441398,0.0
