PERMCO_Y,NIMTA_t,NIMTA_t+1,TLMTA_t,TLMTA_t+1,CASHMTA_t,CASHMTA_t+1,MB_t,MB_t+1,SIGMA_t,SIGMA_t+1,RSIZE_t,RSIZE_t+1,EXRET_t,EXRET_t+1,PRICE_t,PRICE_t+1,y_t+2
38389_2003,-0.009588634795868134,0.007120883639328651,0.017881132841527897,-0.016469857028404478,-0.004719791196486895,-0.002796691259100207,-0.09620509376786068,0.013643236958950533,0.02903430446771943,-0.03506371776655681,-0.14780737233376406,0.14384502747663497,-1.424444150532206,0.2113373922569064,-0.01572357822348147,-0.09550340201631302,0.0
38389_2004,0.01971716518392996,0.015064032701139915,0.04571393647959013,0.06077251769487324,-0.007456610853606724,0.0028565628610803633,-0.283726821554275,-0.21480820170375603,-0.034127670919569864,0.006965460145828495,-0.01390384132265332,-0.15378652394208103,-1.1002122023351244,-0.09844283631672779,-0.19587176627762837,0.01085861597860216,0.0
38399_2002,0.13259815301251796,0.10893299540622488,-0.023595449754662094,-0.013205763925911683,-0.2576067125031975,-0.20862813477131398,1.6923621564154825,0.5631700447094887,0.23849463183455372,0.015077288252623527,1.031888036373461,0.6202488738455934,2.0467081594631718,-0.6040389865213343,0.9741881419061535,0.7308403743559413,0.0
38399_2003,0.06103686662651038,-0.14573889085932265,-0.001032079404484746,0.012453844637718321,-0.13192124513161463,0.3128210679951104,-0.25924810106646934,-0.6106959095727896,-0.1287163876173451,0.034015431652758193,0.014624747247276915,-0.4408886570223771,-1.2100072723230215,-0.2307326013384684,0.183060552986005,-0.609468873522126,0.0
38399_2004,-0.19363501963903715,0.03680589545309679,0.024627529159145258,0.0007519192881954434,0.38952795763480974,-0.10419293322379658,-1.4331140553487476,0.04752586486386101,-0.10977824421721044,-0.04909271990537742,-1.0465127836206936,-0.17936021682313807,-0.8367008871401557,0.8347715878598061,-1.1572486948920622,-0.12137150083369153,0.0
38402_2002,0.5055596822728418,-0.19435215475077372,-0.35334714965168623,-0.3468475261768753,-0.1555126291856674,-0.05761040632996994,-10.41418812496397,-67.97555708340502,-0.23126528695005036,-0.00919490682587687,7.713185797400231,0.9001012846744256,0.574083678819747,0.436252456184535,-0.17362498653963201,1.22461662255218,-0.3333333333333333
38402_2003,-0.2825659975963518,-0.13477984183092062,-0.18161086790873437,0.36972135929227823,-0.0288000782200801,0.15550237929585525,-3.9875237500717917,-49.586321458297206,0.09742437217895958,0.027221635766252583,-2.7295687587714488,-1.3539469951828682,0.6548427793718576,-1.4475167813789327,1.3415022464232271,-1.284762883754546,-0.3333333333333333
38402_2004,-0.22299368467649872,0.32913199658169395,0.5349580175604192,-0.022873833115400866,0.1843127074057451,-0.09789197296588532,14.40171187503603,117.5618785417028,0.13384091477108903,-0.018026728940371384,-4.983617038628743,0.4538457105085172,-1.22892645819161,1.0112643251944011,-1.1678772598834988,0.06014626120249017,0.6666666666666667
38405_2002,0.3278229789659392,0.26791420590969256,-0.08818823615791786,-0.06605043173565996,-0.2500290271590002,-0.16476492468994178,1.2848123200342858,-0.047621967570348644,0.017336496705886828,-0.011198077272771556,1.0981630174851276,0.7183934757902026,2.3138287096893047,-0.18749619828268604,1.261561194350547,0.8124199987735906,0.0
38405_2003,0.221886471267636,-0.5036817155915276,-0.06552560433036937,0.15318901308299546,-0.18788201588546558,0.46102813423998723,0.33802108756775606,-2.0084764627398846,0.07390522009922035,-0.17634501417710124,0.40301324793042603,-1.1857960375557326,-0.757259006677929,-0.986806894616138,0.45063097813421815,-1.3504031518452964,0.0
38405_2004,-0.5497094502335842,0.23576750968183455,0.15371384048828604,-0.08713858134733311,0.43791104304446343,-0.29626320955004526,-1.62283340760178,2.0560984303108127,-0.09124171680510934,0.1875430914498768,-1.5011762654155092,0.46740256176561346,-1.556569703011381,1.1743030928988276,-1.712192172484669,0.5379831530718302,0.0
38406_2002,0.005891489915848786,0.01941410303480613,-0.06641016534266794,-0.12372264159198827,-0.023432185453316143,-0.044429018901288836,1.4805021664570086,1.7053793612329788,0.09913878941558735,-0.006085276806315959,0.48571637068327966,0.5895149770350123,2.506640148853945,0.1511588422117788,0.37567058772996775,0.7733115771097607,0.0
38406_2003,0.008019354252878882,-0.0025160953868092976,-0.04693201725668694,0.03655155826405243,-0.020327879850278424,0.019658926252581796,0.5082548320362532,-0.7916324692962728,-0.07691156047620754,0.04859905473050949,0.23502705493622855,-0.36625550352068537,-0.9627045953112862,-0.4300721160195991,0.37567058772996775,-0.3537001860800464,0.0
38406_2004,-0.013910844168736544,-0.016898007647997405,0.11334218259935376,0.08717108332793813,0.04376006530359221,0.024770092648707068,-1.9887569984929985,-0.9137468919361247,-0.022227228939382088,-0.042513777924189644,-0.7207434256194691,-0.22325947351423814,-1.543935553542664,0.27891327380782366,-0.7513411754598394,-0.4196113910295898,0.0
38409_2002,0.060055755968345934,0.023138602886994528,-0.04832827810236234,-0.031850314282067735,-0.017838805993918183,-0.16758350178699538,0.3722336121161669,0.06582855981997349,-0.0418359185902481,0.02258632463641036,0.35104871070566546,0.19828822606980268,-1.056616127978605,-0.15739583839272403,0.5155402907316553,0.30158574251971504,0.0
38409_2003,0.023159122378025074,-0.08323539783741041,-0.02455252180111324,0.06558300742251995,-0.30890711835251966,0.46806954091195974,0.1925028994806195,-0.6914108512571704,0.03337882666590236,-0.0023354101051483167,0.18148419996749787,-0.5157288845708212,0.7362264051830552,-0.5732325207802339,0.23052133569935807,-0.6749972196105604,0.0
38409_2004,-0.08321487834637986,0.060096794950415255,0.07288079990347444,-0.033732693140449924,0.32674592434643546,-0.3004860391249641,-0.5647365115965244,0.6255822914377775,0.008457091924343685,-0.020250914531258074,-0.532532910673126,0.31744065850110914,0.32038972279554523,0.7306283591729617,-0.7460616264309173,0.3734114770909702,0.0
3840_2002,0.00929421269746232,-0.004759633219660071,0.09062222760722005,0.07734083875309689,-0.0025654844359711613,-0.0007847553677632407,-0.10153330014212347,0.13715238226437343,0.03934581091718736,-0.003552151015641783,-0.3629651133633942,-0.19735541192281403,-0.2534072464942264,0.23115778351571922,3.1530333899354446e-14,4.1744385725905886e-14,0.0
