,PERMCO,fyear,dlrsn
7492,21188,2016,0.0
7493,21188,2017,0.0
7494,21188,2018,0.0
7495,21188,2019,0.0
7496,21189,2000,0.0
7497,21189,2001,0.0
7498,21189,2002,0.0
7499,21189,2003,0.0
7500,21189,2004,0.0
7501,21189,2005,0.0
7502,21189,2006,0.0
7503,21189,2007,0.0
7504,21189,2008,0.0
7505,21189,2009,0.0
7506,21189,2010,0.0
7507,21189,2011,0.0
7508,21189,2012,0.0
7509,21189,2013,0.0
7510,21189,2014,0.0
7511,21189,2015,0.0
7512,21189,2016,0.0
7513,21189,2017,0.0
7514,21189,2018,0.0
7515,21189,2019,0.0
7516,6883,2000,0.0
7517,6883,2001,0.0
7518,6883,2002,0.0
7519,6883,2003,0.0
7520,6883,2004,0.0
7521,6883,2005,0.0
7522,6883,2006,0.0
7523,6883,2007,0.0
7524,6883,2008,0.0
7525,6883,2009,0.0
7526,6883,2010,0.0
7527,6883,2011,0.0
7528,6883,2012,0.0
7529,6883,2013,0.0
7530,6883,2014,0.0
7531,6883,2015,0.0
7532,6883,2016,0.0
7533,6883,2017,0.0
7534,6883,2018,0.0
7535,21193,2000,0.0
7536,21193,2001,0.0
7537,21193,2002,0.0
7538,21193,2003,0.0
7539,21193,2004,0.0
7540,21193,2005,0.0
7541,21193,2006,0.0
7542,21193,2007,0.0
7543,21193,2008,0.0
7544,21193,2009,0.0
7545,21193,2010,0.0
7546,21193,2011,0.0
7547,21193,2012,0.0
7548,21193,2013,0.0
7549,21193,2014,0.0
7550,21193,2015,0.0
7551,21193,2016,0.0
7552,21193,2017,0.0
7553,21193,2018,0.0
7554,21193,2019,0.0
7555,6121,2000,0.0
7556,6121,2001,0.0
7557,6121,2002,0.0
7558,6121,2003,0.0
7559,6121,2004,0.0
7560,6121,2005,0.0
7561,6121,2006,1.0
7562,21194,2000,0.0
7563,21194,2001,0.0
7564,21194,2002,0.0
7565,21194,2003,0.0
7566,21194,2004,0.0
7567,21194,2005,0.0
7568,21194,2006,0.0
7569,21194,2007,0.0
7570,21194,2008,0.0
7571,21194,2009,0.0
7572,21194,2010,0.0
7573,21194,2011,0.0
7574,21194,2012,0.0
7575,21194,2013,0.0
7576,21194,2014,0.0
7577,21194,2015,0.0
7578,21194,2016,0.0
7579,21194,2017,0.0
7580,21194,2018,0.0
7581,36370,2000,0.0
7582,36370,2001,0.0
7583,36370,2002,0.0
7584,36370,2003,0.0
7585,36370,2004,0.0
7586,36370,2005,0.0
7587,36370,2006,0.0
7588,36370,2007,0.0
7589,36370,2008,0.0
7590,36370,2009,0.0
7591,36370,2010,0.0
7592,36370,2011,0.0
7593,36370,2012,0.0
7594,36370,2013,0.0
7595,36370,2014,0.0
7596,36370,2015,0.0
7597,36370,2016,0.0
7598,36370,2017,0.0
7599,36370,2018,0.0
7600,36370,2019,0.0
7601,27321,2003,0.0
7602,27321,2004,0.0
7603,27321,2005,0.0
7604,27321,2006,0.0
7605,27321,2007,0.0
7606,27321,2008,0.0
7607,27321,2009,0.0
7608,27321,2010,0.0
7609,27321,2011,0.0
7610,27321,2012,0.0
7611,27321,2013,0.0
7612,27321,2014,0.0
7613,27321,2015,0.0
7614,27321,2016,0.0
7615,27321,2017,0.0
7616,27321,2018,0.0
7617,2913,2000,0.0
7618,2913,2001,0.0
7619,2913,2002,0.0
7620,2913,2003,0.0
7621,2913,2004,0.0
7622,2913,2005,0.0
7623,2913,2006,0.0
7624,2913,2007,0.0
7625,2913,2008,0.0
7626,2913,2009,0.0
7627,2913,2010,0.0
7628,2913,2011,0.0
7629,2913,2012,0.0
7630,2913,2013,0.0
7631,2913,2014,0.0
7632,2913,2015,0.0
7633,2913,2016,0.0
7634,2913,2017,0.0
7635,2913,2018,0.0
7636,2913,2019,0.0
7637,6959,2000,0.0
7638,6959,2001,0.0
7639,6959,2002,0.0
7640,6959,2003,0.0
7641,6959,2004,0.0
7642,6959,2005,0.0
7643,54891,2014,0.0
7644,54891,2015,0.0
7645,54891,2016,0.0
7646,54891,2017,0.0
7647,54891,2018,0.0
7648,7065,2000,0.0
7649,7065,2001,0.0
7650,7065,2002,0.0
7651,7065,2003,0.0
7652,7065,2004,0.0
7653,7065,2005,0.0
7654,7065,2006,0.0
7655,7065,2007,0.0
7656,7065,2008,0.0
7657,7065,2009,0.0
7658,7065,2010,0.0
7659,7065,2011,0.0
7660,7065,2012,0.0
7661,7065,2013,0.0
7662,7065,2014,0.0
7663,7065,2015,0.0
7664,7065,2016,0.0
7665,7065,2017,0.0
7666,7065,2018,0.0
7667,7065,2019,0.0
7668,7103,2000,0.0
7669,7103,2001,0.0
7670,7103,2002,0.0
7671,7103,2003,0.0
7672,7103,2004,0.0
7673,7103,2005,0.0
7674,7103,2006,0.0
7675,21201,2000,0.0
7676,21201,2001,0.0
7677,21201,2002,0.0
7678,21201,2003,0.0
7679,21201,2004,0.0
7680,21201,2005,0.0
7681,21201,2006,0.0
7682,21201,2007,0.0
7683,21201,2008,0.0
7684,21201,2009,0.0
7685,21201,2010,0.0
7686,21201,2011,0.0
7687,21201,2012,0.0
7688,21201,2013,0.0
7689,21201,2014,0.0
7690,21201,2015,0.0
7691,21201,2016,0.0
7692,21201,2017,0.0
7693,21201,2018,0.0
7694,21201,2019,0.0
7695,3048,2000,0.0
7696,3048,2001,0.0
7697,3048,2002,0.0
7698,3048,2003,0.0
7699,3048,2004,0.0
7700,3048,2005,0.0
7701,3048,2006,0.0
7702,3048,2007,0.0
7703,3048,2008,0.0
7704,3048,2009,0.0
7705,3048,2010,0.0
7706,3048,2011,0.0
7707,3048,2012,0.0
7708,3048,2013,0.0
7709,3048,2014,0.0
7710,3048,2015,0.0
7711,3048,2016,0.0
7712,3048,2017,0.0
7713,3048,2018,0.0
7714,3048,2019,0.0
7715,2949,2000,0.0
7716,2949,2001,0.0
7717,2949,2002,0.0
7718,2949,2003,0.0
7719,2949,2004,0.0
7720,2949,2005,0.0
7721,2949,2006,0.0
7722,2949,2007,0.0
7723,2949,2008,0.0
7724,2949,2009,0.0
7725,2949,2010,0.0
7726,2949,2011,0.0
7727,2949,2012,0.0
7728,2949,2013,0.0
7729,2949,2014,0.0
7730,2949,2015,0.0
7731,2949,2016,0.0
7732,2949,2017,0.0
7733,2949,2018,0.0
7734,2971,2000,0.0
7735,2971,2001,0.0
7736,2971,2002,0.0
7737,2971,2003,0.0
7738,2971,2004,0.0
7739,2971,2005,0.0
7740,2971,2006,0.0
7741,2971,2007,0.0
7742,2971,2008,0.0
7743,2971,2009,0.0
7744,2971,2010,0.0
7745,2971,2011,0.0
7746,2971,2012,0.0
7747,2971,2013,0.0
7748,2971,2014,0.0
7749,2971,2015,0.0
7750,2971,2016,0.0
7751,2971,2017,0.0
7752,2971,2018,0.0
7753,2971,2019,0.0
7754,21205,2000,0.0
7755,21205,2001,0.0
7756,21205,2002,0.0
7757,21205,2003,0.0
7758,21205,2004,0.0
7759,21205,2005,0.0
7760,21205,2006,0.0
7761,21205,2007,0.0
7762,21205,2008,0.0
7763,21205,2009,0.0
7764,21205,2010,0.0
7765,21205,2011,0.0
7766,21205,2012,0.0
7767,21205,2013,0.0
7768,21205,2014,0.0
7769,21205,2015,0.0
7770,21205,2016,0.0
7771,21205,2017,0.0
7772,21205,2018,0.0
7773,21205,2019,0.0
7774,21206,2000,0.0
7775,21206,2001,0.0
7776,21206,2002,0.0
7777,21206,2003,0.0
7778,21206,2004,0.0
7779,21206,2005,0.0
7780,21206,2006,0.0
7781,21206,2007,0.0
7782,21206,2008,0.0
7783,21206,2009,0.0
7784,21206,2010,0.0
7785,21206,2011,0.0
7786,21206,2012,0.0
7787,21206,2013,0.0
7788,21206,2014,0.0
7789,21206,2015,0.0
7790,21206,2016,0.0
7791,21206,2017,0.0
7792,21206,2018,0.0
7793,21206,2019,0.0
7794,7093,2000,0.0
7795,7093,2001,0.0
7796,7093,2002,0.0
7797,7093,2003,0.0
7798,7093,2004,0.0
7799,7093,2005,0.0
7800,7093,2006,0.0
7801,7093,2007,0.0
7802,7093,2008,0.0
7803,7093,2009,0.0
7804,7093,2010,0.0
7805,7093,2011,0.0
7806,7093,2012,0.0
7807,7093,2013,0.0
7808,7093,2014,0.0
7809,7093,2015,0.0
7810,7093,2016,0.0
7811,7093,2017,0.0
7812,7093,2018,0.0
7813,9480,2000,0.0
7814,9480,2001,0.0
7815,9480,2002,0.0
7816,9480,2003,0.0
