,PERMCO,fyear,dlrsn
248,20035,2015,0.0
249,20035,2016,0.0
250,20035,2017,0.0
251,20035,2018,0.0
252,20035,2019,0.0
253,392,2000,0.0
254,392,2001,0.0
255,392,2002,0.0
256,392,2003,0.0
257,392,2004,0.0
258,392,2005,0.0
259,392,2006,0.0
260,392,2007,0.0
261,392,2008,0.0
262,392,2009,0.0
263,392,2010,0.0
264,392,2011,0.0
265,392,2012,0.0
266,392,2013,0.0
267,392,2014,0.0
268,392,2015,0.0
269,392,2016,0.0
270,392,2017,0.0
271,392,2018,0.0
272,392,2019,0.0
273,157,2000,0.0
274,157,2001,0.0
275,157,2002,0.0
276,157,2003,0.0
277,157,2004,0.0
278,157,2005,0.0
279,157,2006,0.0
280,157,2007,0.0
281,157,2008,0.0
282,157,2009,0.0
283,157,2010,0.0
284,157,2011,0.0
285,157,2012,0.0
286,157,2013,0.0
287,157,2014,0.0
288,157,2015,0.0
289,157,2016,0.0
290,157,2017,0.0
291,157,2018,0.0
292,157,2019,0.0
293,20041,2000,0.0
294,20041,2001,0.0
295,20041,2002,0.0
296,20041,2004,0.0
297,20041,2005,0.0
298,20041,2006,0.0
299,20041,2007,0.0
300,20041,2008,0.0
301,20041,2010,0.0
302,20041,2014,0.0
303,20041,2019,0.0
304,153,2000,0.0
305,153,2001,0.0
306,153,2002,0.0
307,153,2003,0.0
308,153,2004,0.0
309,153,2005,0.0
310,153,2006,0.0
311,153,2007,0.0
312,153,2008,0.0
313,153,2009,0.0
314,153,2010,0.0
315,153,2011,0.0
316,153,2012,0.0
317,153,2013,0.0
318,153,2014,0.0
319,153,2015,0.0
320,153,2016,0.0
321,153,2017,0.0
322,153,2018,0.0
323,153,2019,0.0
324,20043,2009,0.0
325,20043,2011,0.0
326,20043,2016,0.0
327,20043,2017,0.0
328,22168,2000,0.0
329,22168,2001,0.0
330,22168,2002,0.0
331,22168,2003,0.0
332,22168,2004,0.0
333,22168,2005,0.0
334,22168,2006,0.0
335,22168,2007,0.0
336,22168,2008,0.0
337,22168,2009,0.0
338,22168,2010,0.0
339,22168,2011,0.0
340,22168,2012,0.0
341,22168,2013,0.0
342,22168,2014,0.0
343,22168,2015,0.0
344,22168,2016,0.0
345,22168,2017,0.0
346,22168,2018,0.0
347,22168,2019,0.0
348,20058,2000,0.0
349,20058,2001,0.0
350,20058,2002,0.0
351,20058,2003,0.0
352,20058,2004,0.0
353,20058,2005,0.0
354,20058,2006,0.0
355,20058,2007,0.0
356,20058,2008,0.0
357,20058,2009,0.0
358,20058,2010,0.0
359,20058,2011,0.0
360,20058,2012,0.0
361,20058,2013,0.0
362,20058,2014,0.0
363,20058,2015,0.0
364,20058,2016,0.0
365,20058,2017,0.0
366,20058,2018,0.0
367,20058,2019,0.0
368,20064,2000,0.0
369,20064,2001,0.0
370,20064,2002,0.0
