PERMCO_Y,NIMTA_t,NIMTA_t+1,TLMTA_t,TLMTA_t+1,CASHMTA_t,CASHMTA_t+1,MB_t,MB_t+1,SIGMA_t,SIGMA_t+1,RSIZE_t,RSIZE_t+1,EXRET_t,EXRET_t+1,PRICE_t,PRICE_t+1,gind_15,gind_20,gind_25,gind_30,gind_35,gind_40,gind_45,gind_50,gind_55,gind_60,y_t+2
10022_2006,-0.1345760202081791,0.0,0.14996443244341856,0.0,0.06648955475226109,0.0,1.6922930190347918,0.0,0.13025774685148786,0.0,-12.241939633187801,0.0,-0.5209220715561954,0.0,-0.07257069283483537,0.0,0,0,0,0,1,0,0,0,0,0,0.0
10022_2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0.0
10022_2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0.0
10039_2006,0.009802604759447378,0.009328716392206992,0.8461613814401548,0.8764745524529036,0.031013529412358756,0.027305883032318082,1.8641348641299689,1.5779704260895562,0.034022537077478134,0.024684843798184003,-11.722805913846038,-11.83984747256132,-0.05566758176309153,-0.14989437166222958,2.7080502011022096,2.7080502011022096,0,0,0,0,0,1,0,0,0,0,0.0
10039_2007,0.009328716392206992,0.00651315095013397,0.8764745524529036,0.8981326347043143,0.027305883032318082,0.03444109304148429,1.5779704260895562,1.3465649149578576,0.024684843798184003,0.029018350947804118,-11.83984747256132,-12.074839183016081,-0.14989437166222958,-0.2275997116949241,2.7080502011022096,2.7080502011022096,0,0,0,0,0,1,0,0,0,0,0.0
10039_2008,0.00651315095013397,0.005965681784421785,0.8981326347043143,0.9165506082470968,0.03444109304148429,0.0522163238591929,1.3465649149578576,1.1301417805465876,0.029018350947804118,0.02973062704538904,-12.074839183016081,-12.230173430735938,-0.2275997116949241,-0.2008911029128153,2.7080502011022096,2.7080502011022096,0,0,0,0,0,1,0,0,0,0,0.0
10059_2006,0.0260007830645192,0.023402899093826517,0.022427576035184686,0.041937848219156935,0.15857690061035953,0.10868387165512136,3.236014692170341,3.6806370068637873,0.24661959760307256,0.19717926025181645,-11.893540096874313,-11.588040608441904,-0.49738322754028,0.3828986001393645,2.2126603854660587,2.5209170873110334,0,0,0,1,0,0,0,0,0,0,0.0
10059_2007,0.023402899093826517,0.017313605229474022,0.041937848219156935,0.05542625486272572,0.10868387165512136,0.06001770818324921,3.6806370068637873,4.252375801477223,0.19717926025181645,0.20826814591549672,-11.588040608441904,-11.297362403162007,0.3828986001393645,-0.30467058649908685,2.5209170873110334,2.2353763433005955,0,0,0,1,0,0,0,0,0,0,0.0
10059_2008,0.017313605229474022,0.0151565261030663,0.05542625486272572,0.043042034483620574,0.06001770818324921,0.03646122755843891,4.252375801477223,4.614618596332138,0.20826814591549672,0.16424784022105698,-11.297362403162007,-11.076559666731416,-0.30467058649908685,0.2642652166209881,2.2353763433005955,2.470638677990296,0,0,0,1,0,0,0,0,0,0,0.0
10107_2006,0.02914184725879544,0.03671514180926503,0.015435907041647712,0.015208591827300038,0.09723107302321006,0.053926821878986717,4.004884378977175,4.2388886112867326,0.054246897956718505,0.08077270759966262,-8.856984574114252,-8.549231888597285,-0.0610303050471787,0.4228059862975781,2.7080502011022096,2.7080502011022096,0,0,0,0,1,0,0,0,0,0,0.0
